id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,lo_ci,up_ci,or,or_lci95,or_uci95,pval,p_fdr
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302678,Left-hemisphere somatomotor network to right-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302678,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.024818913,0.028783476,-0.081234525,0.031596699,0.975486544,0.921977439,1.032101174,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302679,Left-hemisphere somatomotor network to right-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302679,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.020167858,0.022557321,-0.064380207,0.02404449,0.980034153,0.937648431,1.02433589,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302681,Left-hemisphere somatomotor network to right-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302681,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.00734087637396774,0.021200694,-0.034212483,0.048894236,1.007367887,0.966366146,1.050109281,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302682,Left-hemisphere somatomotor network to thalamus white-matter structural connectivity || id:ebi-sc206-GCST90302682,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.016550988,0.023654464,-0.062913737,0.029811761,0.983585227,0.939024473,1.03026058,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302684,Left-hemisphere somatomotor network to putamen white-matter structural connectivity || id:ebi-sc206-GCST90302684,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.0237577257261707,0.021573112,-0.018525574,0.066041025,1.024042189,0.98164497,1.068270542,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302686,Left-hemisphere somatomotor network to hippocampus white-matter structural connectivity || id:ebi-sc206-GCST90302686,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.00029676,0.023546989,-0.046448858,0.045855338,0.999703284,0.95461338,1.04692295,0.996597249,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302690,Left-hemisphere dorsal attention network to left-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302690,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.017812309,0.022234621,-0.061392167,0.025767549,0.982345393,0.940454352,1.026102402,0.965105369,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302691,Left-hemisphere dorsal attention network to left-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302691,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.010968809,0.025979892,-0.061889396,0.039951779,0.989091129,0.939986847,1.040760586,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302692,Left-hemisphere dorsal attention network to left-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302692,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.020188945,0.020079778,-0.059545311,0.019167421,0.980013487,0.942192841,1.019352295,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302693,Left-hemisphere dorsal attention network to left-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302693,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.006837265,0.021147912,-0.048287173,0.034612643,0.993186056,0.952860112,1.035218632,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302694,Left-hemisphere dorsal attention network to right-hemisphere visual network white-matter structural connectivity || id:ebi-sc206-GCST90302694,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.0110201476571526,0.024326716,-0.036660216,0.058700511,1.011081093,0.964003633,1.060457598,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302698,Left-hemisphere dorsal attention network to right-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302698,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.018016077,0.021168271,-0.059505887,0.023473734,0.982145243,0.942229986,1.023751411,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302699,Left-hemisphere dorsal attention network to right-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302699,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.023882962,0.023103876,-0.069166559,0.021400635,0.976399979,0.933171239,1.021631271,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302701,Left-hemisphere dorsal attention network to thalamus white-matter structural connectivity || id:ebi-sc206-GCST90302701,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.031864811,0.023993041,-0.078891172,0.01516155,0.968637522,0.924140491,1.01527707,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302702,Left-hemisphere dorsal attention network to caudate white-matter structural connectivity || id:ebi-sc206-GCST90302702,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.008787375,0.023357573,-0.054568218,0.036993467,0.991251121,0.946893912,1.037686242,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302706,Left-hemisphere dorsal attention network to amygdala white-matter structural connectivity || id:ebi-sc206-GCST90302706,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.006251901,0.020327001,-0.046092822,0.033589021,0.993767602,0.954953317,1.034159501,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302708,Left-hemisphere salience/ventral attention network to left-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302708,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.007543978,0.023489185,-0.053582781,0.038494825,0.992484406,0.947827476,1.03924535,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302709,Left-hemisphere salience/ventral attention network to left-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302709,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.008103322,0.026124088,-0.059306534,0.04309989,0.991929422,0.942417842,1.044042179,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302710,Left-hemisphere salience/ventral attention network to left-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302710,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.013152125,0.022447581,-0.057149384,0.030845135,0.986933987,0.944452973,1.031325775,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302711,Left-hemisphere salience/ventral attention network to left-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302711,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.010307162,0.027579286,-0.064362564,0.043748239,0.989745774,0.937664975,1.044719302,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302716,Left-hemisphere salience/ventral attention network to right-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302716,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.036629229,0.021213246,-0.078207191,0.004948734,0.964033505,0.924772802,1.004960999,0.836315327,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302719,Left-hemisphere salience/ventral attention network to thalamus white-matter structural connectivity || id:ebi-sc206-GCST90302719,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.048589226,0.022727744,-0.093135604,-0.004042848,0.952572341,0.911069947,0.995965313,0.71281155,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302721,Left-hemisphere salience/ventral attention network to putamen white-matter structural connectivity || id:ebi-sc206-GCST90302721,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.0195189160166076,0.027764738,-0.034899971,0.073937803,1.019710656,0.96570201,1.076739834,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302724,Left-hemisphere salience/ventral attention network to amygdala white-matter structural connectivity || id:ebi-sc206-GCST90302724,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.0155008997934422,0.021193861,-0.026039068,0.057040868,1.015621662,0.974297025,1.058699076,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302726,Left-hemisphere limbic network to left-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302726,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.015671299,0.021213786,-0.05725032,0.025907721,0.984450857,0.944357648,1.026246243,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302727,Left-hemisphere limbic network to left-hemisphere control network white-matter structural connectivity || id:ebi-sc206-GCST90302727,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.003527536,0.020553294,-0.043811992,0.03675692,0.996478678,0.957133889,1.037440809,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302728,Left-hemisphere limbic network to left-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302728,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,16,-0.003226842,0.020431083,-0.043271766,0.036818081,0.996778358,0.957651098,1.037504262,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302730,Left-hemisphere limbic network to right-hemisphere somatomotor network white-matter structural connectivity || id:ebi-sc206-GCST90302730,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.018097608,0.023804787,-0.06475499,0.028559774,0.98206517,0.937297082,1.028971515,0.975673356,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302732,Left-hemisphere limbic network to right-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302732,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.0346424381855302,0.023437995,-0.011296033,0.080580909,1.035249477,0.988767528,1.083916542,0.928863533,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302735,Left-hemisphere limbic network to right-hemisphere default mode network white-matter structural connectivity || id:ebi-sc206-GCST90302735,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.00721621555613581,0.020561987,-0.033085278,0.047517709,1.007242315,0.967456053,1.048664772,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302736,Left-hemisphere limbic network to thalamus white-matter structural connectivity || id:ebi-sc206-GCST90302736,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.046853792,0.022009649,-0.089992703,-0.003714881,0.954226903,0.913937854,0.996292011,0.713964206,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302737,Left-hemisphere limbic network to caudate white-matter structural connectivity || id:ebi-sc206-GCST90302737,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.026437584,0.02252775,-0.070591974,0.017716805,0.973908829,0.931842031,1.017874679,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302738,Left-hemisphere limbic network to putamen white-matter structural connectivity || id:ebi-sc206-GCST90302738,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.04339452,0.020006403,-0.08260707,-0.004181969,0.95753355,0.920712852,0.995826763,0.698216203,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302739,Left-hemisphere limbic network to pallidum white-matter structural connectivity || id:ebi-sc206-GCST90302739,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.020192874,0.021702161,-0.062729111,0.022343362,0.980009637,0.939197858,1.022594845,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302740,Left-hemisphere limbic network to hippocampus white-matter structural connectivity || id:ebi-sc206-GCST90302740,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.005423393,0.024250816,-0.052954992,0.042108206,0.994591287,0.948422699,1.043007333,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302745,Left-hemisphere control network to right-hemisphere visual network white-matter structural connectivity || id:ebi-sc206-GCST90302745,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.012530604,0.023276369,-0.058152288,0.03309108,0.987547577,0.943506252,1.033644679,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302746,Left-hemisphere control network to right-hemisphere somatomotor network white-matter structural connectivity || id:ebi-sc206-GCST90302746,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,16,0.0230549475633079,0.02582435,-0.027560779,0.073670675,1.023322767,0.972815554,1.076452244,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302747,Left-hemisphere control network to right-hemisphere dorsal attention network white-matter structural connectivity || id:ebi-sc206-GCST90302747,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.0148354725211028,0.024943785,-0.034054347,0.063725292,1.014946064,0.966518976,1.065799575,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302748,Left-hemisphere control network to right-hemisphere salience/ventral attention network white-matter structural connectivity || id:ebi-sc206-GCST90302748,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.0168581451884623,0.025520432,-0.033161901,0.066878192,1.017001046,0.967381927,1.069165237,0.98006925,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302749,Left-hemisphere control network to right-hemisphere limbic network white-matter structural connectivity || id:ebi-sc206-GCST90302749,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.035893158,0.020757828,-0.0765785,0.004792185,0.964743363,0.926280198,1.004803686,0.836315327,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302752,Left-hemisphere control network to thalamus white-matter structural connectivity || id:ebi-sc206-GCST90302752,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.055832897,0.0249733,-0.104780565,-0.00688523,0.945697151,0.900522107,0.993138419,0.653308164,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302753,Left-hemisphere control network to caudate white-matter structural connectivity || id:ebi-sc206-GCST90302753,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,-0.035604267,0.025014759,-0.084633194,0.013424661,0.965022109,0.918849262,1.013515176,0.938339164,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302756,Left-hemisphere control network to hippocampus white-matter structural connectivity || id:ebi-sc206-GCST90302756,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.0170444455347731,0.022389825,-0.026839611,0.060928502,1.017190531,0.97351737,1.062822922,0.975673356,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302758,Left-hemisphere control network to accumbens white-matter structural connectivity || id:ebi-sc206-GCST90302758,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.0208619061298974,0.022901901,-0.02402582,0.065749632,1.021081037,0.976260503,1.067959301,0.964621048,0.05
ukb-ppp-APOM-OID20374,ebi-sc206-GCST90302761,Left-hemisphere default mode network to right-hemisphere somatomotor network white-matter structural connectivity || id:ebi-sc206-GCST90302761,APOM_O95445_OID20374_v1_Cardiometabolic || id:ukb-ppp-APOM-OID20374,Inverse variance weighted,17,0.00212931911262868,0.02250767,-0.041985714,0.046244352,1.002131588,0.95888348,1.047330297,0.994634966,0.05
