exposure,beta_XM,se_XM,p.value,beta_std,mediator,Category2,Abbreviation,pval,p_fdr_category
EGFR,0.531269939717853,0.0136315982526974,0,0.223560820561405,LDL cholesterol,Cholesterol,LDL-C,0,0
EGFR,1.00911192808442,0.0242975429669577,0,0.232763360410029,Polyunsaturated fatty acids,Triglycerides&Fatty acid,Polyunsaturated FA,0,0
EGFR,0.087727935472908,0.00210252733457592,0,0.224920173298367,Sphingomyelins,Phospholipids,Sphingomyelins,0,0
EGFR,1.21353450837925,0.0282841675177861,0,0.237838127132808,Total cholesterol,Cholesterol,TC,0,0
EGFR,0.478982092910539,0.0120036451119248,0,0.216054593841771,Total cholines,Phospholipids,Total Cholines,0,0
EGFR,0.88491368927254,0.0202786674596401,0,0.240860459348918,Total esterified cholesterol,Cholesterol,Total CE,0,0
EGFR,0.328622377425266,0.00817744959950243,0,0.225541234784974,Total free cholesterol,Cholesterol,Total FC,0,0
EGFR,0.566882619443709,0.0139295025880637,0,0.22259787447154,Total phospholipids in lipoprotein particles,Phospholipids,Lipoprotein Particles-Total PLs,0,0
EGFR,-0.002165082,0.000563481750994746,0.000122125352096721,-0.022377675,Isoleucine,Amino acids,Isoleucine,0.000146795080984373,0.000152080627139313
EGFR,-0.002165082,0.000563481750994746,0.000122125352096721,-0.022377675,Isoleucine,Amino acids,Isoleucine,0.000146795080984373,0.000152080627139313
EGFR,5.13719232247505,1.34316894754886,0.000131142388745667,0.0196409301982905,Lipoprotein.A,Lipoprotein,Lipoprotein.A,0.000157109018131248,0.000144256627620233
EGFR,5.13719232247505,1.34316894754886,0.000131142388745667,0.0196409301982905,Lipoprotein.A,Lipoprotein,Lipoprotein.A,0.000157109018131248,0.000144256627620233
EGFR,-0.00168523,0.000453144852292857,0.000200417155850301,-0.0199026,Creatinine,Renal/Liver function,Creatinine,0.000238512978863168,0.000232742503568092
EGFR,-0.00168523,0.000453144852292857,0.000200417155850301,-0.0199026,Creatinine,Renal/Liver function,Creatinine,0.000238512978863168,0.000232742503568092
EGFR,0.00121214555234414,0.000380823314988493,0.00145927349044115,0.0188170470530188,Acetoacetate,Glycolysis related metabolites,Acetoacetate,0.00171120018423067,0.00175112818852938
EGFR,0.00121214555234414,0.000380823314988493,0.00145927349044115,0.0188170470530188,Acetoacetate,Glycolysis related metabolites,Acetoacetate,0.00171120018423067,0.00175112818852938
EGFR,0.00791875580534685,0.00266080144814927,0.00292194177081843,0.0171491466686974,Total concentration of branched-chain amino acids (leucine + isoleucine + valine),Amino acids,Total Branched-Chain Amino Acids,0.00339322270159559,0.003443717087036
EGFR,0.00791875580534685,0.00266080144814927,0.00292194177081843,0.0171491466686974,Total concentration of branched-chain amino acids (leucine + isoleucine + valine),Amino acids,Total Branched-Chain Amino Acids,0.00339322270159559,0.003443717087036
EGFR,0.000480529838046875,0.000174053209613756,0.00576914738463635,0.0163387938622012,Acetone,Glycolysis related metabolites,Acetone,0.00660379350864574,0.00673067194874241
EGFR,0.000480529838046875,0.000174053209613756,0.00576914738463635,0.0163387938622012,Acetone,Glycolysis related metabolites,Acetone,0.00660379350864574,0.00673067194874241
EGFR,-0.067786935,0.0262262270275641,0.00974915527737785,-0.011764234,Mean.platelet..thrombocyte..volume,Inflammation,Mean.platelet..thrombocyte..volume,0.0110194533747442,0.0124876820406862
EGFR,-0.067786935,0.0262262270275641,0.00974915527737785,-0.011764234,Mean.platelet..thrombocyte..volume,Inflammation,Mean.platelet..thrombocyte..volume,0.0110194533747442,0.0124876820406862
EGFR,0.00241468942011377,0.00099339438605536,0.015073656660129,0.0144133384904604,Pyruvate,Glycolysis related metabolites,Pyruvate,0.0168264074345626,0.0168824954593445
EGFR,0.00241468942011377,0.00099339438605536,0.015073656660129,0.0144133384904604,Pyruvate,Glycolysis related metabolites,Pyruvate,0.0168264074345626,0.0168824954593445
EGFR,-3.567670716,1.59791442960418,0.0256175263929769,-0.034207398,Rheumatoid.factor,Inflammation,Rheumatoid.factor,0.0282892929492997,0.0317434566173844
EGFR,-3.567670716,1.59791442960418,0.0256175263929769,-0.034207398,Rheumatoid.factor,Inflammation,Rheumatoid.factor,0.0282892929492997,0.0317434566173844
EGFR,0.132786389078277,0.0604970216427271,0.0281767196983059,0.012895514222482,Ratio of saturated fatty acids to total fatty acids,Triglycerides&Fatty acid,SFA/Total FA,0.0309256679615553,0.0305071250868876
EGFR,0.132786389078277,0.0604970216427271,0.0281767196983059,0.012895514222482,Ratio of saturated fatty acids to total fatty acids,Triglycerides&Fatty acid,SFA/Total FA,0.0309256679615553,0.0305071250868876
EGFR,0.872618140958997,0.0226589803537275,1.09998676576966e-316,0.220588957143227,Clinical LDL cholesterol,Cholesterol,Clinical LDL-C,1.0153724014523e-315,4.31533268887996e-316
EGFR,0.872618140958997,0.0226589803537275,1.09998676576966e-316,0.220588957143227,Clinical LDL cholesterol,Cholesterol,Clinical LDL-C,1.0153724014523e-315,4.31533268887996e-316
EGFR,1.36380223986755,0.135172835138677,6.49792905969412e-24,0.044718515584325,IGF.1,Glycolysis related metabolites,IGF.1,1.04899303205824e-23,1.21294675780957e-23
EGFR,1.36380223986755,0.135172835138677,6.49792905969412e-24,0.044718515584325,IGF.1,Glycolysis related metabolites,IGF.1,1.04899303205824e-23,1.21294675780957e-23
EGFR,0.11992106984542,0.00447534175020194,2.581801783728e-156,0.156488518044123,Cholesteryl esters in VLDL,Cholesterol,VLDL-CE,1.05619163879782e-155,5.163603567456e-156
EGFR,0.11992106984542,0.00447534175020194,2.581801783728e-156,0.156488518044123,Cholesteryl esters in VLDL,Cholesterol,VLDL-CE,1.05619163879782e-155,5.163603567456e-156
EGFR,3.84119810443647,0.102813133654642,1.33972373399808e-298,0.214078134045928,Albumin,Renal/Liver function,Albumin,1.10873688330876e-297,8.7691008043511e-298
EGFR,3.84119810443647,0.102813133654642,1.33972373399808e-298,0.214078134045928,Albumin,Renal/Liver function,Albumin,1.10873688330876e-297,8.7691008043511e-298
EGFR,0.386856622340647,0.0257070975207614,5.4319905756738e-51,0.0880863250751235,Monounsaturated fatty acids,Triglycerides&Fatty acid,Monounsaturated FA,1.14693056143259e-50,1.11743806128147e-50
EGFR,0.386856622340647,0.0257070975207614,5.4319905756738e-51,0.0880863250751235,Monounsaturated fatty acids,Triglycerides&Fatty acid,Monounsaturated FA,1.14693056143259e-50,1.11743806128147e-50
EGFR,0.246123010126465,0.0092480750091827,3.03519637688278e-154,0.141111906504731,HDL cholesterol,Cholesterol,HDL-C,1.22771988278405e-153,5.95365443157776e-154
EGFR,0.246123010126465,0.0092480750091827,3.03519637688278e-154,0.141111906504731,HDL cholesterol,Cholesterol,HDL-C,1.22771988278405e-153,5.95365443157776e-154
EGFR,8.56309559721304,0.514641623816733,5.46441516500309e-62,0.076284824151463,Vitamin.D,Endocrine,Vitamin.D,1.23334762344897e-61,3.27864909900185e-61
EGFR,8.56309559721304,0.514641623816733,5.46441516500309e-62,0.076284824151463,Vitamin.D,Endocrine,Vitamin.D,1.23334762344897e-61,3.27864909900185e-61
EGFR,0.0179432309241686,0.00128881031344523,6.36733369633187e-44,0.0815417166700702,Triglycerides in LDL,Triglycerides&Fatty acid,LDL-TG,1.2457826797171e-43,1.22252806969572e-43
EGFR,0.0179432309241686,0.00128881031344523,6.36733369633187e-44,0.0815417166700702,Triglycerides in LDL,Triglycerides&Fatty acid,LDL-TG,1.2457826797171e-43,1.22252806969572e-43
EGFR,-0.778619811,0.0342020041032822,3.8309663244895e-114,-0.102316556,Neutrophill.count,Inflammation,Neutrophill.count,1.28292825750346e-113,2.91153440661202e-113
EGFR,-0.778619811,0.0342020041032822,3.8309663244895e-114,-0.102316556,Neutrophill.count,Inflammation,Neutrophill.count,1.28292825750346e-113,2.91153440661202e-113
EGFR,-0.004496936,0.00036464609113536,7.38140733852691e-35,-0.072819914,Phenylalanine,Amino acids,Phenylalanine,1.32533997100732e-34,2.43586442171388e-34
EGFR,-0.004496936,0.00036464609113536,7.38140733852691e-35,-0.072819914,Phenylalanine,Amino acids,Phenylalanine,1.32533997100732e-34,2.43586442171388e-34
EGFR,0.0573501963530184,0.00514338664716163,8.14142554504594e-29,0.0651343600544929,Ratio of apolipoprotein B to apolipoprotein A1,Lipoprotein,ApoB/ApoA1,1.37601558507819e-28,1.07466817194606e-28
EGFR,0.0573501963530184,0.00514338664716163,8.14142554504594e-29,0.0651343600544929,Ratio of apolipoprotein B to apolipoprotein A1,Lipoprotein,ApoB/ApoA1,1.37601558507819e-28,1.07466817194606e-28
EGFR,0.386902084546789,0.0203653820809883,5.27669189605433e-80,0.108474896770444,Ratio of docosahexaenoic acid to total fatty acids,Triglycerides&Fatty acid,DHA/Total FA,1.4123487602822e-79,1.33305900531899e-79
EGFR,0.386902084546789,0.0203653820809883,5.27669189605433e-80,0.108474896770444,Ratio of docosahexaenoic acid to total fatty acids,Triglycerides&Fatty acid,DHA/Total FA,1.4123487602822e-79,1.33305900531899e-79
EGFR,-217.7203028,25.317980879748,9.52997880888538e-18,-0.091418537,Oestradiol,Endocrine,Oestradiol,1.42652489446933e-17,1.63371065295178e-17
EGFR,-217.7203028,25.317980879748,9.52997880888538e-18,-0.091418537,Oestradiol,Endocrine,Oestradiol,1.42652489446933e-17,1.63371065295178e-17
EGFR,-10.19907651,0.652733415878856,6.84275615707519e-55,-0.068927526,SHBG,Endocrine,SHBG,1.47951484477301e-54,2.73710246283007e-54
EGFR,-10.19907651,0.652733415878856,6.84275615707519e-55,-0.068927526,SHBG,Endocrine,SHBG,1.47951484477301e-54,2.73710246283007e-54
EGFR,-0.216931325,0.04471592347627,1.23007926727541e-06,-0.022026527,Eosinophill.percentage,Inflammation,Eosinophill.percentage,1.52963224946165e-06,2.06219171278525e-06
EGFR,-0.216931325,0.04471592347627,1.23007926727541e-06,-0.022026527,Eosinophill.percentage,Inflammation,Eosinophill.percentage,1.52963224946165e-06,2.06219171278525e-06
EGFR,0.0114450792094972,0.00200923469717092,1.23652079006908e-08,0.0339870253871076,3-Hydroxybutyrate,Glycolysis related metabolites,3-Hydroxybutyrate,1.59837516849144e-08,1.62293353696566e-08
EGFR,0.0114450792094972,0.00200923469717092,1.23652079006908e-08,0.0339870253871076,3-Hydroxybutyrate,Glycolysis related metabolites,3-Hydroxybutyrate,1.59837516849144e-08,1.62293353696566e-08
EGFR,0.392198597324382,0.0109650643279709,2.27481054254964e-274,0.194126654135407,Phosphatidylcholines,Phospholipids,Phosphatidylcholines,1.62164711944133e-273,7.27939373615886e-274
EGFR,0.392198597324382,0.0109650643279709,2.27481054254964e-274,0.194126654135407,Phosphatidylcholines,Phospholipids,Phosphatidylcholines,1.62164711944133e-273,7.27939373615886e-274
EGFR,1.17373541653135,0.0466788736517683,4.45800564692885e-138,0.142721626780217,Ratio of omega-3 fatty acids to total fatty acids,Triglycerides&Fatty acid,Omega-3 FA/Total FA,1.66309018952786e-137,1.64603285425065e-137
EGFR,1.17373541653135,0.0466788736517683,4.45800564692885e-138,0.142721626780217,Ratio of omega-3 fatty acids to total fatty acids,Triglycerides&Fatty acid,Omega-3 FA/Total FA,1.66309018952786e-137,1.64603285425065e-137
EGFR,0.284324100532173,0.0342865645942376,1.15439935453269e-16,0.0490031697444782,Lactate,Glycolysis related metabolites,Lactate,1.70321216242528e-16,1.93939091561492e-16
EGFR,0.284324100532173,0.0342865645942376,1.15439935453269e-16,0.0490031697444782,Lactate,Glycolysis related metabolites,Lactate,1.70321216242528e-16,1.93939091561492e-16
EGFR,0.333879661371655,0.00869554219421122,1.88206797985406e-317,0.164357326303426,HDL.cholesterol1,Cholesterol,HDL.cholesterol1,1.78301177038806e-316,7.99878891437976e-317
EGFR,0.333879661371655,0.00869554219421122,1.88206797985406e-317,0.164357326303426,HDL.cholesterol1,Cholesterol,HDL.cholesterol1,1.78301177038806e-316,7.99878891437976e-317
EGFR,2.92904184459772,0.263361949682623,1.06378955172864e-28,0.0504125684606727,Aspartate.aminotransferase,Renal/Liver function,AST,1.79374350642768e-28,1.78122901684795e-28
EGFR,2.92904184459772,0.263361949682623,1.06378955172864e-28,0.0504125684606727,Aspartate.aminotransferase,Renal/Liver function,AST,1.79374350642768e-28,1.78122901684795e-28
EGFR,-0.008654651,0.00122049366990536,1.34792462830844e-12,-0.032165708,Basophill.count,Inflammation,Basophill.count,1.8735631899268e-12,3.20132099223256e-12
EGFR,-0.008654651,0.00122049366990536,1.34792462830844e-12,-0.032165708,Basophill.count,Inflammation,Basophill.count,1.8735631899268e-12,3.20132099223256e-12
EGFR,-2.957349926,0.13407673582161,5.8834162272289e-107,-0.126663318,Ratio of omega-6 fatty acids to omega-3 fatty acids,Triglycerides&Fatty acid,Omega-6 FA/Omega-3 FA,1.88269319271325e-106,1.76502486816867e-106
EGFR,-2.957349926,0.13407673582161,5.8834162272289e-107,-0.126663318,Ratio of omega-6 fatty acids to omega-3 fatty acids,Triglycerides&Fatty acid,Omega-6 FA/Omega-3 FA,1.88269319271325e-106,1.76502486816867e-106
EGFR,0.486037026303966,0.0182134702914812,4.62872935266653e-155,0.141792207876574,Total lipids in HDL,Lipoprotein,HDL-TL,1.88287295701689e-154,1.1749851433692e-154
EGFR,0.486037026303966,0.0182134702914812,4.62872935266653e-155,0.141792207876574,Total lipids in HDL,Lipoprotein,HDL-TL,1.88287295701689e-154,1.1749851433692e-154
EGFR,0.238006347414272,0.00627024748623551,2.24664123895372e-310,0.165201692641817,Apolipoprotein.A1,Lipoprotein,Apolipoprotein.A1,1.92569249053175e-309,1.05913086979247e-309
EGFR,0.238006347414272,0.00627024748623551,2.24664123895372e-310,0.165201692641817,Apolipoprotein.A1,Lipoprotein,Apolipoprotein.A1,1.92569249053175e-309,1.05913086979247e-309
EGFR,0.00850838735135495,0.00132676874721263,1.44952073763367e-10,0.0370496251406565,Valine,Amino acids,Valine,1.96175738927865e-10,2.39170921709556e-10
EGFR,0.00850838735135495,0.00132676874721263,1.44952073763367e-10,0.0370496251406565,Valine,Amino acids,Valine,1.96175738927865e-10,2.39170921709556e-10
EGFR,0.191536537423069,0.00727529998120708,5.0614462228979e-151,0.140229902255329,Cholesteryl esters in HDL,Cholesterol,HDL-CE,2.00233037389368e-150,9.38668208610156e-151
EGFR,0.191536537423069,0.00727529998120708,5.0614462228979e-151,0.140229902255329,Cholesteryl esters in HDL,Cholesterol,HDL-CE,2.00233037389368e-150,9.38668208610156e-151
EGFR,-0.377154956,0.0624416441850228,1.55078265512051e-09,-0.026958062,Monocyte.percentage,Inflammation,Monocyte.percentage,2.04498811664243e-09,3.15695040506675e-09
EGFR,-0.377154956,0.0624416441850228,1.55078265512051e-09,-0.026958062,Monocyte.percentage,Inflammation,Monocyte.percentage,2.04498811664243e-09,3.15695040506675e-09
EGFR,0.259592285490249,0.0325126592196629,1.44569042748178e-15,0.0379804496688323,Glucose1,Glycolysis related metabolites,Glucose1,2.0943603778408e-15,2.29128294166923e-15
EGFR,0.259592285490249,0.0325126592196629,1.44569042748178e-15,0.0379804496688323,Glucose1,Glycolysis related metabolites,Glucose1,2.0943603778408e-15,2.29128294166923e-15
EGFR,0.0110148302755926,0.00149044894563036,1.50371592846012e-13,0.0433428041208278,Triglycerides in HDL,Triglycerides&Fatty acid,HDL-TG,2.11047849608438e-13,1.95076660989421e-13
EGFR,0.0110148302755926,0.00149044894563036,1.50371592846012e-13,0.0433428041208278,Triglycerides in HDL,Triglycerides&Fatty acid,HDL-TG,2.11047849608438e-13,1.95076660989421e-13
EGFR,0.029500610812596,0.00399295378012385,1.51422915171627e-13,0.0345012913628781,Phosphate,Glycolysis related metabolites,Phosphate,2.1210992008477e-13,2.23149559200293e-13
EGFR,0.029500610812596,0.00399295378012385,1.51422915171627e-13,0.0345012913628781,Phosphate,Glycolysis related metabolites,Phosphate,2.1210992008477e-13,2.23149559200293e-13
EGFR,0.967412988281407,0.0259972980835057,2.70097139029581e-296,0.213464923556195,Total cholesterol minus HDL-C,Cholesterol,Non-HDL-C,2.13703230880547e-295,9.83925292179187e-296
EGFR,0.967412988281407,0.0259972980835057,2.70097139029581e-296,0.213464923556195,Total cholesterol minus HDL-C,Cholesterol,Non-HDL-C,2.13703230880547e-295,9.83925292179187e-296
EGFR,0.714252837251259,0.0186492088111386,2.54485673742939e-313,0.220139266998715,Total lipids in LDL,Lipoprotein,LDL-TL,2.28177608662679e-312,1.39110825922722e-312
EGFR,0.714252837251259,0.0186492088111386,2.54485673742939e-313,0.220139266998715,Total lipids in LDL,Lipoprotein,LDL-TL,2.28177608662679e-312,1.39110825922722e-312
EGFR,0.444553885530971,0.0117044111716901,2.69778543186854e-308,0.207456850425873,Phosphoglycerides,Phospholipids,Phosphoglycerides,2.28518295405336e-307,1.177215461179e-307
EGFR,0.444553885530971,0.0117044111716901,2.69778543186854e-308,0.207456850425873,Phosphoglycerides,Phospholipids,Phosphoglycerides,2.28518295405336e-307,1.177215461179e-307
EGFR,5.08079343283166,0.181018408284704,5.17088087677323e-172,0.125179390064041,Lymphocyte.percentage,Inflammation,Lymphocyte.percentage,2.32689639454795e-171,4.91233683293457e-171
EGFR,5.08079343283166,0.181018408284704,5.17088087677323e-172,0.125179390064041,Lymphocyte.percentage,Inflammation,Lymphocyte.percentage,2.32689639454795e-171,4.91233683293457e-171
EGFR,1.93214996642688,0.0504512829314898,2.74006172272178e-313,0.217176165200979,Total lipids in lipoprotein particles,Lipoprotein,Lipoprotein Particles-TL,2.40590785409705e-312,1.39110825922722e-312
EGFR,1.93214996642688,0.0504512829314898,2.74006172272178e-313,0.217176165200979,Total lipids in lipoprotein particles,Lipoprotein,Lipoprotein Particles-TL,2.40590785409705e-312,1.39110825922722e-312
EGFR,-0.712262373,0.0496170605336208,1.22230882130136e-46,-0.064844195,White.blood.cell..leukocyte..count,Inflammation,WBC,2.45142716249855e-46,4.22252138267744e-46
EGFR,-0.712262373,0.0496170605336208,1.22230882130136e-46,-0.064844195,White.blood.cell..leukocyte..count,Inflammation,WBC,2.45142716249855e-46,4.22252138267744e-46
EGFR,0.228899925399212,0.00910905452768849,6.60628707587679e-138,0.13433276194057,Phospholipids in HDL,Phospholipids,HDL-PLs,2.45181788383056e-137,1.26840711856834e-137
EGFR,0.228899925399212,0.00910905452768849,6.60628707587679e-138,0.13433276194057,Phospholipids in HDL,Phospholipids,HDL-PLs,2.45181788383056e-137,1.26840711856834e-137
EGFR,-0.021459873,0.0024424752036182,1.62959872474712e-18,-0.051687336,Alanine,Amino acids,Alanine,2.48582856317357e-18,3.58511719444366e-18
EGFR,-0.021459873,0.0024424752036182,1.62959872474712e-18,-0.051687336,Alanine,Amino acids,Alanine,2.48582856317357e-18,3.58511719444366e-18
EGFR,0.968904707285006,0.113764215440685,1.71662872693553e-17,0.0487295874395979,Ratio of polyunsaturated fatty acids to total fatty acids,Triglycerides&Fatty acid,PUFA/Total FA,2.55894965505918e-17,2.37687054498766e-17
EGFR,0.968904707285006,0.113764215440685,1.71662872693553e-17,0.0487295874395979,Ratio of polyunsaturated fatty acids to total fatty acids,Triglycerides&Fatty acid,PUFA/Total FA,2.55894965505918e-17,2.37687054498766e-17
EGFR,0.0667749836482855,0.00240198527319797,6.11702156709969e-168,0.155034268600002,Degree of unsaturation,Triglycerides&Fatty acid,Degree of Unsaturation,2.62158067161415e-167,2.59073854606575e-167
EGFR,0.0667749836482855,0.00240198527319797,6.11702156709969e-168,0.155034268600002,Degree of unsaturation,Triglycerides&Fatty acid,Degree of Unsaturation,2.62158067161415e-167,2.59073854606575e-167
EGFR,0.775695197421861,0.0208487815127161,3.41857260792214e-296,0.211001529709044,Omega-6 fatty acids,Triglycerides&Fatty acid,Omega-6 FA,2.6754046496782e-295,3.78672658108298e-295
EGFR,0.775695197421861,0.0208487815127161,3.41857260792214e-296,0.211001529709044,Omega-6 fatty acids,Triglycerides&Fatty acid,Omega-6 FA,2.6754046496782e-295,3.78672658108298e-295
EGFR,-0.042384539,0.00264296061655026,1.23632897212721e-57,-0.094549548,Glutamine,Amino acids,Glutamine,2.7221922322067e-57,5.82840801145685e-57
EGFR,-0.042384539,0.00264296061655026,1.23632897212721e-57,-0.094549548,Glutamine,Amino acids,Glutamine,2.7221922322067e-57,5.82840801145685e-57
EGFR,0.676706727377924,0.0211918061266956,4.93479099148734e-220,0.183366085008602,Linoleic acid,Triglycerides&Fatty acid,Linoleic Acid,2.73311501066991e-219,3.08960827293121e-219
EGFR,0.676706727377924,0.0211918061266956,4.93479099148734e-220,0.183366085008602,Linoleic acid,Triglycerides&Fatty acid,Linoleic Acid,2.73311501066991e-219,3.08960827293121e-219
EGFR,-4.427935106,0.207321328243005,9.26203167869156e-101,-0.096411157,Neutrophill.percentage,Inflammation,Neutrophill.percentage,2.83772885474805e-100,6.21100947865199e-100
EGFR,-4.427935106,0.207321328243005,9.26203167869156e-101,-0.096411157,Neutrophill.percentage,Inflammation,Neutrophill.percentage,2.83772885474805e-100,6.21100947865199e-100
EGFR,3.53725647817688,0.103437313052226,4.46564423560455e-253,0.160668978042345,Total.protein,Renal/Liver function,Total.protein,2.87077129431721e-252,1.89133167625604e-252
EGFR,3.53725647817688,0.103437313052226,4.46564423560455e-253,0.160668978042345,Total.protein,Renal/Liver function,Total.protein,2.87077129431721e-252,1.89133167625604e-252
EGFR,3.94801987075757,0.332323183683429,1.66352707113854e-32,0.0528817783295422,Alanine.aminotransferase,Renal/Liver function,ALT,2.92845841374021e-32,2.92131583224329e-32
EGFR,0.14459282511173,0.00373311291018046,3.15905573950893e-320,0.220853945790196,Free cholesterol in LDL,Cholesterol,LDL-FC,3.03267374730274e-319,1.40097254534744e-319
EGFR,0.14459282511173,0.00373311291018046,3.15905573950893e-320,0.220853945790196,Free cholesterol in LDL,Cholesterol,LDL-FC,3.03267374730274e-319,1.40097254534744e-319
EGFR,-0.024132998,0.002364069359522,1.99828191039266e-24,-0.059875803,Spectrometer-corrected alanine,Amino acids,Spectrometer-corrected alanine,3.25511985403329e-24,5.27546424343662e-24
EGFR,-0.024132998,0.002364069359522,1.99828191039266e-24,-0.059875803,Spectrometer-corrected alanine,Amino acids,Spectrometer-corrected alanine,3.25511985403329e-24,5.27546424343662e-24
EGFR,0.0881341033311006,0.00247485655349859,4.79348236178632e-272,0.197140916827754,Docosahexaenoic acid,Triglycerides&Fatty acid,Docosahexaenoic Acid,3.35078378687976e-271,4.06036152998371e-271
EGFR,0.0881341033311006,0.00247485655349859,4.79348236178632e-272,0.197140916827754,Docosahexaenoic acid,Triglycerides&Fatty acid,Docosahexaenoic Acid,3.35078378687976e-271,4.06036152998371e-271
EGFR,-0.059012431,0.014107191273857,2.87990514540724e-05,-0.018998359,Basophill.percentage,Inflammation,Basophill.percentage,3.5025873390088e-05,4.49738611748528e-05
EGFR,-0.059012431,0.014107191273857,2.87990514540724e-05,-0.018998359,Basophill.percentage,Inflammation,Basophill.percentage,3.5025873390088e-05,4.49738611748528e-05
EGFR,0.192028319554855,0.00770380034401379,9.50511456832954e-136,0.145838025422159,VLDL cholesterol,Cholesterol,VLDL-C,3.50958076369091e-135,1.64325709486375e-135
EGFR,0.192028319554855,0.00770380034401379,9.50511456832954e-136,0.145838025422159,VLDL cholesterol,Cholesterol,VLDL-C,3.50958076369091e-135,1.64325709486375e-135
EGFR,0.151737001849544,0.0178976270680278,2.39418921793244e-17,0.049237493509382,Total triglycerides,Triglycerides&Fatty acid,TG,3.55426028229146e-17,3.28345949887878e-17
EGFR,0.151737001849544,0.0178976270680278,2.39418921793244e-17,0.049237493509382,Total triglycerides,Triglycerides&Fatty acid,TG,3.55426028229146e-17,3.28345949887878e-17
EGFR,0.0721072966022233,0.00333920510661431,1.25145400173261e-102,0.126297839948173,Free cholesterol in VLDL,Cholesterol,VLDL-FC,3.8671539967703e-102,1.79786349544685e-102
EGFR,0.0721072966022233,0.00333920510661431,1.25145400173261e-102,0.126297839948173,Free cholesterol in VLDL,Cholesterol,VLDL-FC,3.8671539967703e-102,1.79786349544685e-102
EGFR,-0.242172699,0.0215077661674507,2.28373413728475e-29,-0.054680759,Direct.bilirubin,Renal/Liver function,Direct.bilirubin,3.89641843328204e-29,3.91497280677385e-29
EGFR,-0.242172699,0.0215077661674507,2.28373413728475e-29,-0.054680759,Direct.bilirubin,Renal/Liver function,Direct.bilirubin,3.89641843328204e-29,3.91497280677385e-29
EGFR,-2.166960709,0.39152482439159,3.13390178380494e-08,-0.0222831,Creatinine1,Renal/Liver function,Creatinine1,4.00783176614486e-08,3.95861277954308e-08
EGFR,-2.166960709,0.39152482439159,3.13390178380494e-08,-0.0222831,Creatinine1,Renal/Liver function,Creatinine1,4.00783176614486e-08,3.95861277954308e-08
EGFR,0.436145426828604,0.0128732788202798,6.49028373030936e-247,0.194723477931041,"Remnant cholesterol (non-HDL, non-LDL -cholesterol)",Cholesterol,Remnant C,4.06348198767194e-246,1.94708511909281e-246
EGFR,0.436145426828604,0.0128732788202798,6.49028373030936e-247,0.194723477931041,"Remnant cholesterol (non-HDL, non-LDL -cholesterol)",Cholesterol,Remnant C,4.06348198767194e-246,1.94708511909281e-246
