exposure,beta_XM,se_XM,p.value,beta_std,mediator,Category2,Abbreviation,pval,p_fdr_category
GDF15,8.12659638593126,0.229021336899251,2.29326845129396e-272,0.180809433162586,Alkaline.phosphatase,Renal/Liver function,ALP,1.61877773032515e-271,1.1007688566211e-271
GDF15,8.12659638593126,0.229021336899251,2.29326845129396e-272,0.180809433162586,Alkaline.phosphatase,Renal/Liver function,ALP,1.61877773032515e-271,1.1007688566211e-271
GDF15,-0.147327355,0.00494537836052784,3.40544430904147e-192,-0.19764804,LDL cholesterol,Cholesterol,LDL-C,1.65670263683098e-191,8.27036475052928e-192
GDF15,-0.147327355,0.00494537836052784,3.40544430904147e-192,-0.19764804,LDL cholesterol,Cholesterol,LDL-C,1.65670263683098e-191,8.27036475052928e-192
GDF15,0.00614821090734015,0.000955212482837265,1.24131667919617e-10,0.0424416794569321,Total concentration of branched-chain amino acids (leucine + isoleucine + valine),Amino acids,Total Branched-Chain Amino Acids,1.68314125992701e-10,2.10068976479352e-10
GDF15,0.00614821090734015,0.000955212482837265,1.24131667919617e-10,0.0424416794569321,Total concentration of branched-chain amino acids (leucine + isoleucine + valine),Amino acids,Total Branched-Chain Amino Acids,1.68314125992701e-10,2.10068976479352e-10
GDF15,-0.358906725,0.0099478540727767,2.20051088847832e-281,-0.183534556,Cholesterol1,Cholesterol,Cholesterol1,1.68549770181318e-280,7.73972795257891e-281
GDF15,-0.358906725,0.0099478540727767,2.20051088847832e-281,-0.183534556,Cholesterol1,Cholesterol,Cholesterol1,1.68549770181318e-280,7.73972795257891e-281
GDF15,-0.13690528,0.00761554136292766,7.07802143796106e-72,-0.118746552,Omega-6 fatty acids,Triglycerides&Fatty acid,Omega-6 FA,1.7393090222976e-71,1.59255482354124e-71
GDF15,-0.13690528,0.00761554136292766,7.07802143796106e-72,-0.118746552,Omega-6 fatty acids,Triglycerides&Fatty acid,Omega-6 FA,1.7393090222976e-71,1.59255482354124e-71
GDF15,-0.262485907,0.00819728919150555,3.16028064579892e-221,-0.211540824,Clinical LDL cholesterol,Cholesterol,Clinical LDL-C,1.76387756974823e-220,8.48285857556552e-221
GDF15,-0.262485907,0.00819728919150555,3.16028064579892e-221,-0.211540824,Clinical LDL cholesterol,Cholesterol,Clinical LDL-C,1.76387756974823e-220,8.48285857556552e-221
GDF15,0.056452541033849,0.0107253885290623,1.4235683173055e-07,0.0353574207662686,Saturated fatty acids,Triglycerides&Fatty acid,Saturated FA,1.79819155870168e-07,1.6941639478677e-07
GDF15,0.056452541033849,0.0107253885290623,1.4235683173055e-07,0.0353574207662686,Saturated fatty acids,Triglycerides&Fatty acid,Saturated FA,1.79819155870168e-07,1.6941639478677e-07
GDF15,-0.099603778,0.00467568202218743,6.00393935993138e-100,-0.141772331,"Remnant cholesterol (non-HDL, non-LDL -cholesterol)",Cholesterol,Remnant C,1.82398157770067e-99,8.50558075990279e-100
GDF15,-0.099603778,0.00467568202218743,6.00393935993138e-100,-0.141772331,"Remnant cholesterol (non-HDL, non-LDL -cholesterol)",Cholesterol,Remnant C,1.82398157770067e-99,8.50558075990279e-100
GDF15,-0.24693128,0.0094426702019949,4.69507477330305e-149,-0.173707827,Total cholesterol minus HDL-C,Cholesterol,Non-HDL-C,1.83720317216206e-148,8.5517433370877e-149
GDF15,-0.24693128,0.0094426702019949,4.69507477330305e-149,-0.173707827,Total cholesterol minus HDL-C,Cholesterol,Non-HDL-C,1.83720317216206e-148,8.5517433370877e-149
GDF15,0.00241295455273683,0.000130523313390182,7.02667018111808e-76,0.124572171189598,Phenylalanine,Amino acids,Phenylalanine,1.84642428116971e-75,1.15940057988448e-74
GDF15,0.00241295455273683,0.000130523313390182,7.02667018111808e-76,0.124572171189598,Phenylalanine,Amino acids,Phenylalanine,1.84642428116971e-75,1.15940057988448e-74
GDF15,0.131215080294954,0.00993864894432743,9.88374292658311e-40,0.068828225616459,Lymphocyte.count,Inflammation,Lymphocyte.count,1.84838828756879e-39,3.04526133413642e-39
GDF15,0.131215080294954,0.00993864894432743,9.88374292658311e-40,0.068828225616459,Lymphocyte.count,Inflammation,Lymphocyte.count,1.84838828756879e-39,3.04526133413642e-39
GDF15,-1.034059543,0.0372945593693275,4.41890787778749e-167,-0.183746319,Albumin,Renal/Liver function,Albumin,1.88261164024082e-166,1.44618803273045e-166
GDF15,-1.034059543,0.0372945593693275,4.41890787778749e-167,-0.183746319,Albumin,Renal/Liver function,Albumin,1.88261164024082e-166,1.44618803273045e-166
GDF15,0.0224256618352378,0.00121479085067274,7.65274768830886e-76,0.0958115511840025,Eosinophill.count,Inflammation,Eosinophill.count,2.00362848566632e-75,3.63505515194671e-75
GDF15,0.0224256618352378,0.00121479085067274,7.65274768830886e-76,0.0958115511840025,Eosinophill.count,Inflammation,Eosinophill.count,2.00362848566632e-75,3.63505515194671e-75
GDF15,0.447670144539076,0.0137285923215217,3.43379140405784e-229,0.215556783441843,Glucose-lactate,Glycolysis related metabolites,Glucose-lactate,2.01002423652166e-228,4.80730796568098e-228
GDF15,0.447670144539076,0.0137285923215217,3.43379140405784e-229,0.215556783441843,Glucose-lactate,Glycolysis related metabolites,Glucose-lactate,2.01002423652166e-228,4.80730796568098e-228
GDF15,0.00858520885083962,0.000876620247211991,1.29855727571326e-22,0.0659362008560439,Alanine,Amino acids,Alanine,2.05485986486494e-22,3.1742511184102e-22
GDF15,0.00858520885083962,0.000876620247211991,1.29855727571326e-22,0.0659362008560439,Alanine,Amino acids,Alanine,2.05485986486494e-22,3.1742511184102e-22
GDF15,-0.033703144,0.00242728961971259,1.06794748490884e-43,-0.090621561,Omega-3 fatty acids,Triglycerides&Fatty acid,Omega-3 FA,2.06699513208162e-43,1.97159535675478e-43
GDF15,-0.033703144,0.00242728961971259,1.06794748490884e-43,-0.090621561,Omega-3 fatty acids,Triglycerides&Fatty acid,Omega-3 FA,2.06699513208162e-43,1.97159535675478e-43
GDF15,-0.849058429,0.0491081395975455,8.88054179215829e-67,-0.087591737,IGF.1,Glycolysis related metabolites,IGF.1,2.10328621393223e-66,4.14425283634053e-66
GDF15,-0.849058429,0.0491081395975455,8.88054179215829e-67,-0.087591737,IGF.1,Glycolysis related metabolites,IGF.1,2.10328621393223e-66,4.14425283634053e-66
GDF15,0.0108143795594263,0.000720645995943559,1.02776914509032e-50,0.102273421786747,3-Hydroxybutyrate,Glycolysis related metabolites,3-Hydroxybutyrate,2.14490952018849e-50,3.3204849302918e-50
GDF15,0.0108143795594263,0.000720645995943559,1.02776914509032e-50,0.102273421786747,3-Hydroxybutyrate,Glycolysis related metabolites,3-Hydroxybutyrate,2.14490952018849e-50,3.3204849302918e-50
GDF15,-0.099576708,0.00364869854215233,5.35989099879346e-162,-0.18182065,Cholesteryl esters in LDL,Cholesterol,LDL-CE,2.23070608042271e-161,1.09341776375386e-161
GDF15,-0.099576708,0.00364869854215233,5.35989099879346e-162,-0.18182065,Cholesteryl esters in LDL,Cholesterol,LDL-CE,2.23070608042271e-161,1.09341776375386e-161
GDF15,0.10190767374215,0.00640779646627327,1.02326422961794e-56,0.105424122810964,Total triglycerides,Triglycerides&Fatty acid,TG,2.23936244779611e-56,2.16691248624976e-56
GDF15,0.10190767374215,0.00640779646627327,1.02326422961794e-56,0.105424122810964,Total triglycerides,Triglycerides&Fatty acid,TG,2.23936244779611e-56,2.16691248624976e-56
GDF15,0.446480238020687,0.0117062989373681,2.56699809745267e-313,0.204978779596058,Glucose1,Glycolysis related metabolites,Glucose1,2.28177608662679e-312,5.39069600465061e-312
GDF15,0.446480238020687,0.0117062989373681,2.56699809745267e-313,0.204978779596058,Glucose1,Glycolysis related metabolites,Glucose1,2.28177608662679e-312,5.39069600465061e-312
GDF15,0.414894570300677,0.0134704796936512,4.37434885808752e-205,0.203923414178248,Glucose,Glycolysis related metabolites,Glucose,2.28226896943697e-204,4.5930663009919e-204
GDF15,0.414894570300677,0.0134704796936512,4.37434885808752e-205,0.203923414178248,Glucose,Glycolysis related metabolites,Glucose,2.28226896943697e-204,4.5930663009919e-204
GDF15,-0.246815539,0.0073740685892535,3.81741586456581e-241,-0.214173515,Total esterified cholesterol,Cholesterol,Total CE,2.30969699368688e-240,1.11250405195918e-240
GDF15,-0.246815539,0.0073740685892535,3.81741586456581e-241,-0.214173515,Total esterified cholesterol,Cholesterol,Total CE,2.30969699368688e-240,1.11250405195918e-240
GDF15,-0.109964816,0.00318940665040454,3.6390414219631e-257,-0.169812923,HDL.cholesterol1,Cholesterol,HDL.cholesterol1,2.38191802164858e-256,1.15994445325074e-256
GDF15,-0.109964816,0.00318940665040454,3.6390414219631e-257,-0.169812923,HDL.cholesterol1,Cholesterol,HDL.cholesterol1,2.38191802164858e-256,1.15994445325074e-256
GDF15,-0.101153249,0.00510590986737793,8.67847161829979e-87,-0.126629934,Total phospholipids in lipoprotein particles,Phospholipids,Lipoprotein Particles-Total PLs,2.45039198634347e-86,1.48773799170854e-86
GDF15,-0.101153249,0.00510590986737793,8.67847161829979e-87,-0.126629934,Total phospholipids in lipoprotein particles,Phospholipids,Lipoprotein Particles-Total PLs,2.45039198634347e-86,1.48773799170854e-86
GDF15,-0.182002594,0.00677851160835663,6.26801268315448e-157,-0.1788347,Total lipids in LDL,Lipoprotein,LDL-TL,2.59366042061565e-156,1.65475534835278e-156
GDF15,-0.182002594,0.00677851160835663,6.26801268315448e-157,-0.1788347,Total lipids in LDL,Lipoprotein,LDL-TL,2.59366042061565e-156,1.65475534835278e-156
GDF15,0.00215365140003938,0.000415125741071132,2.13444111304131e-07,0.0259051836178244,Platelet.crit,Inflammation,Platelet.crit,2.68500805789431e-07,3.74348133671861e-07
GDF15,0.00215365140003938,0.000415125741071132,2.13444111304131e-07,0.0259051836178244,Platelet.crit,Inflammation,Platelet.crit,2.68500805789431e-07,3.74348133671861e-07
GDF15,-0.32898696,0.0184601850804697,1.12318377960553e-70,-0.117890466,Total lipids in lipoprotein particles,Lipoprotein,Lipoprotein Particles-TL,2.73206865309454e-70,1.85325323634913e-70
GDF15,-0.32898696,0.0184601850804697,1.12318377960553e-70,-0.117890466,Total lipids in lipoprotein particles,Lipoprotein,Lipoprotein Particles-TL,2.73206865309454e-70,1.85325323634913e-70
GDF15,0.000894286942438654,6.22866249578737e-05,1.36645080712947e-46,0.0969533904079013,Acetone,Glycolysis related metabolites,Acetone,2.73290161425893e-46,4.0993524213884e-46
GDF15,0.000894286942438654,6.22866249578737e-05,1.36645080712947e-46,0.0969533904079013,Acetone,Glycolysis related metabolites,Acetone,2.73290161425893e-46,4.0993524213884e-46
GDF15,-0.047750567,0.00134579647430454,4.08131382891298e-270,-0.23252284,Free cholesterol in LDL,Cholesterol,LDL-FC,2.7986151969689e-269,1.38764670183041e-269
GDF15,-0.047750567,0.00134579647430454,4.08131382891298e-270,-0.23252284,Free cholesterol in LDL,Cholesterol,LDL-FC,2.7986151969689e-269,1.38764670183041e-269
GDF15,0.0111412546198185,0.000531819447911803,9.51089512923863e-97,0.139766138122374,Triglycerides in HDL,Triglycerides&Fatty acid,HDL-TG,2.8652069008585e-96,2.73913779722073e-96
GDF15,0.0111412546198185,0.000531819447911803,9.51089512923863e-97,0.139766138122374,Triglycerides in HDL,Triglycerides&Fatty acid,HDL-TG,2.8652069008585e-96,2.73913779722073e-96
GDF15,-0.019286893,0.00162255351514678,1.64305520713518e-32,-0.080237599,Cholesteryl esters in VLDL,Cholesterol,VLDL-CE,2.89950918906209e-32,1.86212923475321e-32
GDF15,-0.019286893,0.00162255351514678,1.64305520713518e-32,-0.080237599,Cholesteryl esters in VLDL,Cholesterol,VLDL-CE,2.89950918906209e-32,1.86212923475321e-32
GDF15,0.0500531534159674,0.00789877502365516,2.36919487956968e-10,0.0356217039441726,Direct.bilirubin,Renal/Liver function,Direct.bilirubin,3.19442006234114e-10,3.1014914787094e-10
GDF15,0.0500531534159674,0.00789877502365516,2.36919487956968e-10,0.0356217039441726,Direct.bilirubin,Renal/Liver function,Direct.bilirubin,3.19442006234114e-10,3.1014914787094e-10
GDF15,-0.141021038,0.00769374895558275,1.2453439440225e-74,-0.121845286,Linoleic acid,Triglycerides&Fatty acid,Linoleic Acid,3.22535122192878e-74,2.988825465654e-74
GDF15,-0.141021038,0.00769374895558275,1.2453439440225e-74,-0.121845286,Linoleic acid,Triglycerides&Fatty acid,Linoleic Acid,3.22535122192878e-74,2.988825465654e-74
GDF15,-0.014689596,0.00074203094429525,1.15392694456019e-86,-0.119741109,Free cholesterol in HDL,Cholesterol,HDL-FC,3.23279144001298e-86,1.52857854993687e-86
GDF15,-0.014689596,0.00074203094429525,1.15392694456019e-86,-0.119741109,Free cholesterol in HDL,Cholesterol,HDL-FC,3.23279144001298e-86,1.52857854993687e-86
GDF15,-0.175318404,0.00728475362293405,9.15856720231799e-127,-0.156733558,Ratio of docosahexaenoic acid to total fatty acids,Triglycerides&Fatty acid,DHA/Total FA,3.28068078889003e-126,3.29708419283448e-126
GDF15,-0.175318404,0.00728475362293405,9.15856720231799e-127,-0.156733558,Ratio of docosahexaenoic acid to total fatty acids,Triglycerides&Fatty acid,DHA/Total FA,3.28068078889003e-126,3.29708419283448e-126
GDF15,0.281324129906675,0.0216586744574683,1.79818987603736e-38,0.0871160941192134,Ratio of saturated fatty acids to total fatty acids,Triglycerides&Fatty acid,SFA/Total FA,3.28603226077893e-38,3.04634520175741e-38
GDF15,0.281324129906675,0.0216586744574683,1.79818987603736e-38,0.0871160941192134,Ratio of saturated fatty acids to total fatty acids,Triglycerides&Fatty acid,SFA/Total FA,3.28603226077893e-38,3.04634520175741e-38
GDF15,0.00705666669800948,0.000444836295753725,1.55548375928066e-56,0.0823149867543795,Basophill.count,Inflammation,Basophill.count,3.3835296274383e-56,6.33304101992841e-56
GDF15,0.00705666669800948,0.000444836295753725,1.55548375928066e-56,0.0823149867543795,Basophill.count,Inflammation,Basophill.count,3.3835296274383e-56,6.33304101992841e-56
GDF15,-0.256313471,0.0076894217653786,6.04106116264506e-241,-0.172643849,LDL.direct,Lipoprotein,LDL.direct,3.62463669758703e-240,2.49193772959109e-240
GDF15,-0.256313471,0.0076894217653786,6.04106116264506e-241,-0.172643849,LDL.direct,Lipoprotein,LDL.direct,3.62463669758703e-240,2.49193772959109e-240
GDF15,-1.254279675,0.0366373240118385,5.70308456718934e-252,-0.219937774,Ratio of linoleic acid to total fatty acids,Triglycerides&Fatty acid,LA/Total FA,3.6338237950233e-251,4.32233777723824e-251
GDF15,-1.254279675,0.0366373240118385,5.70308456718934e-252,-0.219937774,Ratio of linoleic acid to total fatty acids,Triglycerides&Fatty acid,LA/Total FA,3.6338237950233e-251,4.32233777723824e-251
GDF15,3.24531660233322,0.545397664269264,2.8788449012832e-09,0.101218746133533,Rheumatoid.factor,Inflammation,Rheumatoid.factor,3.78242395789034e-09,5.7576898025664e-09
GDF15,3.24531660233322,0.545397664269264,2.8788449012832e-09,0.101218746133533,Rheumatoid.factor,Inflammation,Rheumatoid.factor,3.78242395789034e-09,5.7576898025664e-09
GDF15,-0.045053215,0.00329532220433551,2.00855276734339e-42,-0.084292852,Phospholipids in HDL,Phospholipids,HDL-PLs,3.80567892759801e-42,2.67807035645786e-42
GDF15,-0.045053215,0.00329532220433551,2.00855276734339e-42,-0.084292852,Phospholipids in HDL,Phospholipids,HDL-PLs,3.80567892759801e-42,2.67807035645786e-42
GDF15,0.00227458458954913,0.000201924321151602,2.25197372475367e-29,0.0749638608367174,Isoleucine,Amino acids,Isoleucine,3.85135648888989e-29,6.46218547103228e-29
GDF15,0.00227458458954913,0.000201924321151602,2.25197372475367e-29,0.0749638608367174,Isoleucine,Amino acids,Isoleucine,3.85135648888989e-29,6.46218547103228e-29
GDF15,-0.067464156,0.00400109754664564,1.70679309316477e-63,-0.106477668,Phosphatidylcholines,Phospholipids,Phosphatidylcholines,3.93875329191871e-63,2.4826081355124e-63
GDF15,-0.067464156,0.00400109754664564,1.70679309316477e-63,-0.106477668,Phosphatidylcholines,Phospholipids,Phosphatidylcholines,3.93875329191871e-63,2.4826081355124e-63
GDF15,0.00954689647080331,0.000461019585868548,1.35747029166393e-94,0.138315256680029,Triglycerides in LDL,Triglycerides&Fatty acid,LDL-TG,4.03875458676871e-94,3.83285729410991e-94
GDF15,0.00954689647080331,0.000461019585868548,1.35747029166393e-94,0.138315256680029,Triglycerides in LDL,Triglycerides&Fatty acid,LDL-TG,4.03875458676871e-94,3.83285729410991e-94
GDF15,2.30338124273811,0.242923543491241,2.61367424487492e-21,0.0483635591287559,SHBG,Endocrine,SHBG,4.09096838328248e-21,4.82524475976908e-21
GDF15,2.30338124273811,0.242923543491241,2.61367424487492e-21,0.0483635591287559,SHBG,Endocrine,SHBG,4.09096838328248e-21,4.82524475976908e-21
GDF15,-0.000749168,0.000126437880101232,3.15373456237341e-09,-0.039965512,Histidine,Amino acids,Histidine,4.12852524528882e-09,4.84061583992197e-09
GDF15,-0.000749168,0.000126437880101232,3.15373456237341e-09,-0.039965512,Histidine,Amino acids,Histidine,4.12852524528882e-09,4.84061583992197e-09
GDF15,0.0604685642748247,0.0096233181384237,3.35511885756897e-10,0.0420711102068519,Total lipids in VLDL,Lipoprotein,VLDL-TL,4.50687607733145e-10,3.954247224992e-10
GDF15,0.0604685642748247,0.0096233181384237,3.35511885756897e-10,0.0420711102068519,Total lipids in VLDL,Lipoprotein,VLDL-TL,4.50687607733145e-10,3.954247224992e-10
GDF15,-0.021201265,0.0027925194681706,3.23806011578719e-14,-0.051332917,VLDL cholesterol,Cholesterol,VLDL-C,4.62580016541027e-14,3.44043887302389e-14
