exposure,beta_XM,se_XM,p.value,beta_std,mediator,Category2,Abbreviation,pval,p_fdr_category
LGALS4,4.2466780991756,0.114434324214986,2.66343600685638e-297,0.151556064432943,Creatinine1,Renal/Liver function,Creatinine1,2.15468980329955e-296,1.59806160411383e-296
LGALS4,4.2466780991756,0.114434324214986,2.66343600685638e-297,0.151556064432943,Creatinine1,Renal/Liver function,Creatinine1,2.15468980329955e-296,1.59806160411383e-296
LGALS4,0.0039949590571274,0.000398665877035118,1.34735012219603e-23,0.0598546810527951,Valine,Amino acids,Valine,2.1653841249579e-23,3.42019646403607e-23
LGALS4,0.0039949590571274,0.000398665877035118,1.34735012219603e-23,0.0598546810527951,Valine,Amino acids,Valine,2.1653841249579e-23,3.42019646403607e-23
LGALS4,-0.096089918,0.00391122493980692,5.99450824076788e-132,-0.147423551,"Remnant cholesterol (non-HDL, non-LDL -cholesterol)",Cholesterol,Remnant C,2.17982117846105e-131,9.86193291223103e-132
LGALS4,-0.096089918,0.00391122493980692,5.99450824076788e-132,-0.147423551,"Remnant cholesterol (non-HDL, non-LDL -cholesterol)",Cholesterol,Remnant C,2.17982117846105e-131,9.86193291223103e-132
LGALS4,-1.783513472,0.154963386317341,1.30332108440942e-30,-0.054628004,Vitamin.D,Endocrine,Vitamin.D,2.25574803070861e-30,3.1279706025826e-30
LGALS4,-1.783513472,0.154963386317341,1.30332108440942e-30,-0.054628004,Vitamin.D,Endocrine,Vitamin.D,2.25574803070861e-30,3.1279706025826e-30
LGALS4,-0.037549278,0.00113140495389509,3.80645271553582e-237,-0.197060834,Free cholesterol in LDL,Cholesterol,LDL-FC,2.26499665717834e-236,1.07849493606848e-236
LGALS4,-0.037549278,0.00113140495389509,3.80645271553582e-237,-0.197060834,Free cholesterol in LDL,Cholesterol,LDL-FC,2.26499665717834e-236,1.07849493606848e-236
LGALS4,11.5129909780602,0.302535688676571,2.67363984511754e-312,0.174761202063093,Gamma.glutamyltransferase,Renal/Liver function,GGT,2.31930203431902e-311,1.92502068848473e-311
LGALS4,11.5129909780602,0.302535688676571,2.67363984511754e-312,0.174761202063093,Gamma.glutamyltransferase,Renal/Liver function,GGT,2.31930203431902e-311,1.92502068848473e-311
LGALS4,-0.097969436,0.00640043696370473,1.1022733790934e-52,-0.091548461,Omega-6 fatty acids,Triglycerides&Fatty acid,Omega-6 FA,2.35500543901261e-52,2.3003966172384e-52
LGALS4,-0.097969436,0.00640043696370473,1.1022733790934e-52,-0.091548461,Omega-6 fatty acids,Triglycerides&Fatty acid,Omega-6 FA,2.35500543901261e-52,2.3003966172384e-52
LGALS4,0.291896418072519,0.0113638802842522,6.4800732863317e-144,0.154463363520852,Glucose,Glycolysis related metabolites,Glucose,2.48173019476533e-143,4.94841960047148e-143
LGALS4,0.291896418072519,0.0113638802842522,6.4800732863317e-144,0.154463363520852,Glucose,Glycolysis related metabolites,Glucose,2.48173019476533e-143,4.94841960047148e-143
LGALS4,-0.009988364,0.000757448620257226,1.35356892340019e-39,-0.07693287,Docosahexaenoic acid,Triglycerides&Fatty acid,Docosahexaenoic Acid,2.52479177421797e-39,2.34836054180274e-39
LGALS4,-0.009988364,0.000757448620257226,1.35356892340019e-39,-0.07693287,Docosahexaenoic acid,Triglycerides&Fatty acid,Docosahexaenoic Acid,2.52479177421797e-39,2.34836054180274e-39
LGALS4,0.0908452805124904,0.0135227768336175,1.86287097612934e-11,0.0314763659994967,Eosinophill.percentage,Inflammation,Eosinophill.percentage,2.54509886681807e-11,4.33402635262744e-11
LGALS4,0.0908452805124904,0.0135227768336175,1.86287097612934e-11,0.0314763659994967,Eosinophill.percentage,Inflammation,Eosinophill.percentage,2.54509886681807e-11,4.33402635262744e-11
LGALS4,0.142836949756091,0.0102985748625843,1.32958633736597e-43,0.0846358514354601,Lactate,Glycolysis related metabolites,Lactate,2.56649373432573e-43,3.38440158602247e-43
LGALS4,0.142836949756091,0.0102985748625843,1.32958633736597e-43,0.0846358514354601,Lactate,Glycolysis related metabolites,Lactate,2.56649373432573e-43,3.38440158602247e-43
LGALS4,0.00747312809015331,0.000715420809099972,1.63888278140517e-25,0.0514660730098352,Calcium,Glycolysis related metabolites,Calcium,2.70641193259569e-25,3.27776556281033e-25
LGALS4,0.00747312809015331,0.000715420809099972,1.63888278140517e-25,0.0514660730098352,Calcium,Glycolysis related metabolites,Calcium,2.70641193259569e-25,3.27776556281033e-25
LGALS4,-0.222891443,0.00635602547159276,4.32114796633553e-266,-0.163402173,LDL.direct,Lipoprotein,LDL.direct,2.90768835117905e-265,1.90130510518763e-265
LGALS4,-0.222891443,0.00635602547159276,4.32114796633553e-266,-0.163402173,LDL.direct,Lipoprotein,LDL.direct,2.90768835117905e-265,1.90130510518763e-265
LGALS4,-0.002466936,0.000585426173593965,2.51730602979828e-05,-0.024411994,Glycine,Amino acids,Glycine,3.06676876726695e-05,3.25769015620954e-05
LGALS4,-0.002466936,0.000585426173593965,2.51730602979828e-05,-0.024411994,Glycine,Amino acids,Glycine,3.06676876726695e-05,3.25769015620954e-05
LGALS4,0.00458641754007388,0.000132818952510734,4.80282619144146e-256,0.187064390901726,Creatinine,Renal/Liver function,Creatinine,3.11534671877284e-255,2.16127178614866e-255
LGALS4,0.00458641754007388,0.000132818952510734,4.80282619144146e-256,0.187064390901726,Creatinine,Renal/Liver function,Creatinine,3.11534671877284e-255,2.16127178614866e-255
LGALS4,-0.072976389,0.00428940977846201,1.33770929863047e-64,-0.098483607,Total phospholipids in lipoprotein particles,Phospholipids,Lipoprotein Particles-Total PLs,3.13729868082716e-64,2.07129181723428e-64
LGALS4,-0.072976389,0.00428940977846201,1.33770929863047e-64,-0.098483607,Total phospholipids in lipoprotein particles,Phospholipids,Lipoprotein Particles-Total PLs,3.13729868082716e-64,2.07129181723428e-64
LGALS4,0.346816513106885,0.0115567954145354,6.49548808990916e-195,0.179795269588626,Glucose-lactate,Glycolysis related metabolites,Glucose-lactate,3.20325440050315e-194,6.06245555058189e-194
LGALS4,0.346816513106885,0.0115567954145354,6.49548808990916e-195,0.179795269588626,Glucose-lactate,Glycolysis related metabolites,Glucose-lactate,3.20325440050315e-194,6.06245555058189e-194
LGALS4,0.00118788684207562,0.000169376554921102,2.37807976223855e-12,0.0422383757404995,Isoleucine,Amino acids,Isoleucine,3.292725824638e-12,4.35981289743735e-12
LGALS4,0.00118788684207562,0.000169376554921102,2.37807976223855e-12,0.0422383757404995,Isoleucine,Amino acids,Isoleucine,3.292725824638e-12,4.35981289743735e-12
LGALS4,-0.11416038,0.00645717231784379,1.38124848175051e-69,-0.106287407,Linoleic acid,Triglycerides&Fatty acid,Linoleic Acid,3.32608330053634e-69,3.05999663649344e-69
LGALS4,-0.11416038,0.00645717231784379,1.38124848175051e-69,-0.106287407,Linoleic acid,Triglycerides&Fatty acid,Linoleic Acid,3.32608330053634e-69,3.05999663649344e-69
LGALS4,-0.055923447,0.00369588196261124,1.57548227593372e-51,-0.086708112,Total cholines,Phospholipids,Total Cholines,3.33631540785964e-51,2.22421027190643e-51
LGALS4,-0.055923447,0.00369588196261124,1.57548227593372e-51,-0.086708112,Total cholines,Phospholipids,Total Cholines,3.33631540785964e-51,2.22421027190643e-51
LGALS4,0.0819161687719715,0.00446976476637813,1.31922262940162e-74,0.109139507420973,Triglycerides in VLDL,Triglycerides&Fatty acid,VLDL-TG,3.40444549522998e-74,3.11423046940709e-74
LGALS4,0.0819161687719715,0.00446976476637813,1.31922262940162e-74,0.109139507420973,Triglycerides in VLDL,Triglycerides&Fatty acid,VLDL-TG,3.40444549522998e-74,3.11423046940709e-74
LGALS4,0.197301188713055,0.0181794857066241,2.17625631556941e-27,0.0658539219930204,Ratio of saturated fatty acids to total fatty acids,Triglycerides&Fatty acid,SFA/Total FA,3.63550939027836e-27,3.26438447335411e-27
LGALS4,0.197301188713055,0.0181794857066241,2.17625631556941e-27,0.0658539219930204,Ratio of saturated fatty acids to total fatty acids,Triglycerides&Fatty acid,SFA/Total FA,3.63550939027836e-27,3.26438447335411e-27
LGALS4,0.00919143414282229,0.000446176566593033,1.24779485855938e-93,0.124268628322232,Triglycerides in HDL,Triglycerides&Fatty acid,HDL-TG,3.66698897209287e-93,3.39023508740661e-93
LGALS4,0.00919143414282229,0.000446176566593033,1.24779485855938e-93,0.124268628322232,Triglycerides in HDL,Triglycerides&Fatty acid,HDL-TG,3.66698897209287e-93,3.39023508740661e-93
LGALS4,-0.072890501,0.00554098653644447,2.064340012772e-39,-0.073013899,Total lipids in HDL,Lipoprotein,HDL-TL,3.82088639896103e-39,2.96187914875983e-39
LGALS4,-0.072890501,0.00554098653644447,2.064340012772e-39,-0.073013899,Total lipids in HDL,Lipoprotein,HDL-TL,3.82088639896103e-39,2.96187914875983e-39
LGALS4,0.232285327713298,0.00725085673982189,7.16104003596807e-223,0.146862121814608,Triglycerides1,Triglycerides&Fatty acid,Triglycerides1,4.05980222511576e-222,4.68722620536092e-222
LGALS4,0.232285327713298,0.00725085673982189,7.16104003596807e-223,0.146862121814608,Triglycerides1,Triglycerides&Fatty acid,Triglycerides1,4.05980222511576e-222,4.68722620536092e-222
LGALS4,0.000758553829246527,0.000137110710594547,3.18535280555393e-08,0.0336990093129931,Tyrosine,Amino acids,Tyrosine,4.06640783687736e-08,4.57028880796868e-08
LGALS4,0.000758553829246527,0.000137110710594547,3.18535280555393e-08,0.0336990093129931,Tyrosine,Amino acids,Tyrosine,4.06640783687736e-08,4.57028880796868e-08
LGALS4,0.00800710770815606,0.000386694411914499,1.4314808671351e-94,0.125003778550902,Triglycerides in LDL,Triglycerides&Fatty acid,LDL-TG,4.24142479151142e-94,3.96410086283567e-94
LGALS4,0.00800710770815606,0.000386694411914499,1.4314808671351e-94,0.125003778550902,Triglycerides in LDL,Triglycerides&Fatty acid,LDL-TG,4.24142479151142e-94,3.96410086283567e-94
LGALS4,-0.069767742,0.00249576818707934,9.68937776852744e-170,-0.164556547,Total free cholesterol,Cholesterol,Total FC,4.2799705480612e-169,2.10280113274425e-169
LGALS4,-0.069767742,0.00249576818707934,9.68937776852744e-170,-0.164556547,Total free cholesterol,Cholesterol,Total FC,4.2799705480612e-169,2.10280113274425e-169
LGALS4,0.0293715075297566,0.00710058074182299,3.53346759246752e-05,0.0208627081308901,Direct.bilirubin,Renal/Liver function,Direct.bilirubin,4.28299102117275e-05,4.24016111096102e-05
LGALS4,0.0293715075297566,0.00710058074182299,3.53346759246752e-05,0.0208627081308901,Direct.bilirubin,Renal/Liver function,Direct.bilirubin,4.28299102117275e-05,4.24016111096102e-05
LGALS4,-0.072050104,0.00307079472319224,1.25157874827265e-120,-0.141734704,Cholesteryl esters in LDL,Cholesterol,LDL-CE,4.31165884572395e-120,1.96401588190477e-120
